RA,Nome Anonimizado,Idade,Gênero,Ano ingresso,Fase,Turma,Instituição de ensino,PEDRA_CLASSIFICACAO,INDE_2024_CLEAN,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Defasagem,Ativo/ Inativo,INDE 22,INDE 23,Pedra 22,Pedra 23,ANOS_NA_PM,RISCO_DEFASAGEM
RA-1575,Aluno-1575,16,Feminino,2024,4C,4C,Pública,Ametista,7.318459391466667,5.0,5.333333333333333,8.624338624,9.168,6.885,7.65625,8.28,-1,Cursando,,,,,0,0
RA-1081,Aluno-1081,15,Feminino,2023,4C,4C,Privada - Programa de Apadrinhamento,Topázio,8.5452952381,10.0,8.833333333333334,9.523809523666666,6.667,5.005,9.166666667,8.95,0,Cursando,,7.666033333,,Ametista,1,0
RA-342,Aluno-342,16,Feminino,2021,4C,4C,Pública,Agata,6.757026587266667,5.0,4.5,7.728174603333334,8.751,6.26,7.65625,7.723333333,-1,Cursando,6.940909599240267,7.539875,Ágata,Ametista,3,0
RA-1576,Aluno-1576,16,Feminino,2024,4C,4C,Pública,Ametista,7.4636202380666665,5.0,6.666666666666667,9.523809523666666,8.334,5.635,6.40625,8.44,-1,Cursando,,,,,0,0
RA-187,Aluno-187,14,Feminino,2021,4C,4C,Privada - Programa de Apadrinhamento,Topázio,8.568424074066666,10.0,7.833333333333333,9.537037037,8.751,5.635,8.4375,9.06,0,Cursando,7.928183035966957,7.809875,Ametista,Ametista,3,0
RA-359,Aluno-359,14,Feminino,2021,4C,4C,Pública,Ametista,7.492006349133335,10.0,5.5,7.162698412666667,9.168,6.26,7.5,8.333333333,1,Cursando,6.605761359666916,7.627125,Ágata,Ametista,3,1
RA-1577,Aluno-1577,16,Masculino,2024,4C,4C,Pública,Agata,6.305585581933334,5.0,4.333333333333333,4.993386243333333,10.002,7.51,7.34375,7.273333333,-1,Cursando,,,,,0,0
RA-236,Aluno-236,14,Feminino,2022,4F,4F,Pública,Agata,6.980833740133334,10.0,4.5,7.890668700666666,9.168,6.26,6.875,6.362,0,Cursando,7.110494326118326,7.337116667,Ametista,Ametista,2,0
RA-249,Aluno-249,16,Masculino,2021,4F,4F,Pública,Agata,6.125104328999999,5.0,5.0,6.645021645,7.083,5.0,6.75,7.064,-2,Cursando,5.096608405982907,5.444625,Quartzo,Quartzo,3,0
RA-239,Aluno-239,17,Feminino,2021,4F,4F,Pública,Agata,6.782180868800001,2.5,6.666666666666667,6.361737677333333,8.751,5.635,7.875,8.502,-3,Cursando,4.571673982861744,6.411333333,Quartzo,Agata,3,0
RA-382,Aluno-382,16,Masculino,2021,4F,4F,Pública,Quartzo,5.805712280733333,5.0,3.0,6.324561403666666,9.168,5.63,6.75,6.43,-1,Cursando,6.77720046886447,6.223833333,Ágata,Agata,3,0
RA-383,Aluno-383,13,Masculino,2021,4F,4F,Pública,Topázio,8.036024386733335,10.0,5.833333333333333,8.600288600333334,9.168,7.51,7.875,8.47,1,Cursando,8.400003111111111,7.5408,Topázio,Ametista,3,1
RA-1155,Aluno-1155,15,Feminino,2023,4F,4F,Pública,Ametista,7.119011111133333,5.0,4.666666666666667,8.888888889,8.334,5.005,8.0,8.87,-1,Cursando,,7.821633333,,Ametista,1,0
RA-384,Aluno-384,14,Feminino,2021,4F,4F,Pública,Topázio,8.072200721466668,10.0,7.5,8.607503607333333,7.5,7.51,7.625,7.936,0,Cursando,7.558498337662337,6.757958333,Ametista,Agata,3,0
RA-1156,Aluno-1156,13,Feminino,2023,4F,4F,Pública,Agata,6.6777135642,10.0,2.0,7.821067821,7.5,7.51,7.125,7.5,1,Cursando,,7.340775,,Ametista,1,1
RA-1578,Aluno-1578,13,Feminino,2024,4F,4F,Pública,Ametista,7.880605848,10.0,7.333333333333333,6.761695906666667,8.334,7.51,7.5,8.636,1,Cursando,,,,,0,1
RA-388,Aluno-388,16,Feminino,2021,4F,4F,Pública,Quartzo,5.965307936466667,5.0,4.333333333333333,6.349206349,7.5,7.51,6.75,5.764,-1,Cursando,6.654070674842067,5.630833333,Ágata,Quartzo,3,0
RA-260,Aluno-260,15,Feminino,2021,4F,4F,Pública,Topázio,8.448920634933334,10.0,7.0,9.674603174666666,8.751,7.51,7.875,8.502,0,Cursando,7.439744423076924,8.080008333,Ametista,Topázio,3,0
RA-395,Aluno-395,13,Feminino,2021,4F,4F,Pública,Ametista,7.169905291000001,10.0,4.333333333333333,6.921693121666666,8.751,6.26,7.25,8.464,1,Cursando,7.682753058681186,7.469175,Ametista,Ametista,3,1
RA-262,Aluno-262,17,Masculino,2021,4F,4F,Privada,Quartzo,5.806145462066667,5.0,4.166666666666667,4.854560643666667,7.917,7.51,7.0,6.296,-2,Cursando,4.786323286324786,4.406458333,Quartzo,Quartzo,3,0
RA-1579,Aluno-1579,16,Feminino,2022,4F,4F,Pública,Ametista,7.894385710733333,5.0,7.166666666666667,9.090261886999999,8.751,5.635,8.5,9.272,-2,Cursando,,,,,2,0
RA-1580,Aluno-1580,16,Masculino,2024,4F,4F,Pública,Ametista,7.790523996266667,5.0,6.166666666666667,9.049953314666666,8.751,7.51,7.875,9.168,-1,Cursando,,,,,0,0
RA-377,Aluno-377,14,Feminino,2021,4F,4F,Pública,Ametista,7.480115873000001,10.0,5.166666666666667,7.698412698333333,9.168,7.51,7.125,7.634,0,Cursando,6.742777235591996,7.205041667,Ágata,Ametista,3,0
RA-250,Aluno-250,14,Feminino,2022,4H,4H,Privada - Programa de Apadrinhamento,Topázio,9.049892592566668,10.0,9.166666666666666,9.629629629666667,9.168,6.88,8.958333333,8.95,0,Cursando,7.958056222222224,7.598208333,Ametista,Ametista,2,0
RA-1581,Aluno-1581,16,Masculino,2024,4H,4H,Pública,Agata,6.9787022855,5.0,6.333333333333333,7.834844760666667,8.334,6.26,7.083333333,7.386666667,-1,Cursando,,,,,0,0
RA-1582,Aluno-1582,15,Masculino,2024,4H,4H,Pública,Agata,6.472788888966667,5.0,4.5,8.069444444333334,8.334,6.255,6.666666667,6.666666667,-1,Cursando,,,,,0,0
RA-1583,Aluno-1583,15,Feminino,2024,4H,4H,Pública,Ametista,7.8197579711000005,5.0,8.166666666666666,7.753623188333333,7.917,6.26,9.166666667,9.006666667,-1,Cursando,,,,,0,0
RA-450,Aluno-450,15,Masculino,2021,4L,4L,Pública,Ametista,7.526188206666666,5.0,7.5,8.954191033333332,8.751,5.63,7.8125,7.58,-1,Cursando,7.843149036414566,6.819625,Ametista,Agata,3,0
RA-426,Aluno-426,15,Feminino,2022,4L,4L,Pública,Agata,6.6430030186,5.0,4.833333333333333,7.9050567596666665,7.917,4.38,7.65625,8.0,-1,Cursando,6.350091965367965,6.329158333,Ágata,Agata,2,0
RA-1584,Aluno-1584,15,Feminino,2024,4L,4L,Pública,Ametista,7.429837830666667,5.0,5.5,9.153439153333332,8.334,7.51,7.8125,8.1675,-1,Cursando,,,,,0,0
RA-313,Aluno-313,15,Feminino,2022,4L,4L,Pública,Ametista,7.2528500000000005,5.0,4.833333333333333,9.666666666666666,8.751,5.63,7.8125,8.1675,-1,Cursando,5.800078489240228,7.011091667,Quartzo,Ametista,2,0
RA-467,Aluno-467,15,Feminino,2022,4L,4L,Pública,Ametista,7.7298118421333335,10.0,6.833333333333333,9.140350877333333,7.917,5.01,7.34375,7.54,0,Cursando,6.380177212121212,6.552916667,Ágata,Agata,2,0
RA-1585,Aluno-1585,15,Feminino,2024,4L,4L,Pública,Agata,6.730367016866668,5.0,4.0,6.775210084333334,10.002,7.51,7.65625,7.7925,-1,Cursando,,,,,0,0
RA-432,Aluno-432,16,Feminino,2021,4L,4L,Pública,Ametista,7.167975,5.0,5.5,10.0,7.501,6.26,7.34375,7.2875,-1,Cursando,6.339605488215488,6.850183333,Ágata,Agata,3,0
RA-1586,Aluno-1586,15,Feminino,2024,4L,4L,Pública,Agata,6.555764327466668,5.0,5.666666666666667,6.128654970666666,10.002,5.01,6.875,7.54,-1,Cursando,,,,,0,0
RA-470,Aluno-470,15,Feminino,2021,4L,4L,Pública,Agata,6.981130848,10.0,3.3333333333333335,8.011695906666667,9.585,7.51,7.03125,6.4975,0,Cursando,7.378176603174603,6.993766667,Ametista,Agata,3,0
RA-417,Aluno-417,14,Feminino,2022,4L,4L,Pública,Topázio,8.533628557533333,10.0,8.833333333333334,8.401559454333333,8.334,7.51,8.4375,8.2925,0,Cursando,8.427782,8.257658333,Topázio,Topázio,2,0
RA-407,Aluno-407,15,Masculino,2022,4L,4L,Pública,Ametista,7.0875128168,10.0,3.6666666666666665,7.614522417333333,8.334,6.26,7.96875,7.875,0,Cursando,7.195372592592593,7.665083333,Ametista,Ametista,2,0
RA-1587,Aluno-1587,16,Feminino,2024,4L,4L,Pública,Ametista,7.34055,5.0,3.75,10.0,9.168,7.51,7.8125,8.2075,-2,Cursando,,,,,0,0
RA-1588,Aluno-1588,14,Feminino,2024,4L,4L,Pública,Ametista,7.303823728133333,10.0,4.0,8.640618640666666,7.917,7.51,7.5,7.415,0,Cursando,,,,,0,0
RA-424,Aluno-424,14,Feminino,2022,4L,4L,Pública,Ametista,7.341187280733334,10.0,3.3333333333333335,9.616228070333333,8.334,7.51,7.34375,7.1625,0,Cursando,7.940280666666667,7.72685,Ametista,Ametista,2,0
RA-1193,Aluno-1193,15,Feminino,2023,4L,4L,Pública,Agata,6.6304815790000005,5.0,4.0,7.763157895,8.751,5.635,7.8125,7.79,-1,Cursando,,6.018083333,,Agata,1,0
RA-411,Aluno-411,14,Feminino,2021,4M,4M,Privada,Ametista,7.279762962966667,10.0,4.833333333333333,9.148148147999999,7.083,5.635,7.291666667,7.4125,0,Cursando,7.2323363079922025,7.779983333,Ametista,Ametista,3,0
RA-412,Aluno-412,14,Feminino,2021,4M,4M,Pública,Topázio,8.044378070166667,10.0,7.333333333333333,8.456140351,8.334,6.26,8.020833333,8.125,0,Cursando,7.5555417556855105,7.373891667,Ametista,Ametista,3,0
RA-428,Aluno-428,14,Masculino,2022,4M,4M,Pública,Ametista,7.534949122800001,10.0,5.0,8.898245614,9.168,5.635,7.5,7.625,0,Cursando,7.68295498989899,7.821816667,Ametista,Ametista,2,0
RA-315,Aluno-315,15,Feminino,2022,4M,4M,Pública,Agata,6.0768703704,5.0,6.833333333333333,5.918518518666667,0.0,7.51,7.5,7.6275,-1,Cursando,5.671800072463768,5.977708333,Quartzo,Quartzo,2,0
RA-442,Aluno-442,13,Feminino,2022,4M,4M,Pública,Agata,6.905439215666667,10.0,5.0,5.9151960783333335,8.334,5.635,7.5,7.8775,1,Cursando,8.226391777777778,6.814166667,Topázio,Agata,2,1
RA-301,Aluno-301,15,Feminino,2021,4M,4M,Pública,Topázio,8.410830701766667,10.0,9.0,7.4947368423333325,9.168,7.51,8.020833333,8.21,0,Cursando,6.802149357015729,6.760341667,Ágata,Agata,3,0
RA-1163,Aluno-1163,15,Masculino,2023,4M,4M,Pública,Topázio,8.6794789474,10.0,7.833333333333333,9.824561403666666,8.334,7.51,8.125,8.755,0,Cursando,,7.749391667,,Ametista,1,0
RA-402,Aluno-402,14,Feminino,2021,4M,4M,Pública,Quartzo,5.683064814833333,10.0,4.166666666666667,3.074074074,7.5,6.26,6.354166667,6.1175,0,Cursando,5.261113333333334,6.632716667,Quartzo,Agata,3,0
RA-1589,Aluno-1589,15,Feminino,2024,4M,4M,Pública,Quartzo,5.260851851866667,5.0,2.5,6.259259259333334,0.0,7.51,7.5,7.54,-1,Cursando,,,,,0,0
RA-1162,Aluno-1162,14,Feminino,2023,4M,4M,Pública,Ametista,7.473167836266667,10.0,5.666666666666667,9.135672514666666,7.917,6.26,6.875,7.0375,0,Cursando,,7.44215,,Ametista,1,0
RA-471,Aluno-471,14,Feminino,2021,4M,4M,Pública,Agata,6.635847117766667,10.0,5.5,7.027568922333333,0.0,7.51,7.708333333,8.0425,0,Cursando,6.535165330634278,6.855541667,Ágata,Agata,3,0
RA-416,Aluno-416,14,Masculino,2021,4M,4M,Privada - Programa de Apadrinhamento,Topázio,8.700808577033333,10.0,8.0,8.972709551666666,8.751,7.51,8.541666667,9.13,1,Cursando,7.912811530864198,8.144425,Ametista,Topázio,3,1
RA-303,Aluno-303,16,Masculino,2021,4M,4M,Pública,Agata,6.2443426900666665,5.0,5.666666666666667,3.9520467836666664,8.751,7.51,6.875,7.535,-2,Cursando,6.0302058333333335,5.914291667,Ágata,Quartzo,3,0
RA-418,Aluno-418,12,Feminino,2021,4M,4M,Privada - Programa de Apadrinhamento,Topázio,9.125183333366667,10.0,9.333333333333334,10.0,8.751,7.51,8.229166667,9.0475,1,Cursando,8.175157209876545,8.1686,Topázio,Topázio,3,1
RA-419,Aluno-419,14,Feminino,2021,4M,4M,Privada - Programa de Apadrinhamento,Topázio,8.355707894766669,10.0,8.166666666666666,9.382456140666667,7.083,6.26,8.020833333,8.5475,1,Cursando,7.35895350617284,7.7261,Ametista,Ametista,3,1
RA-420,Aluno-420,13,Feminino,2021,4M,4M,Privada - Programa de Apadrinhamento,Ametista,7.544228947400001,10.0,4.0,9.557894737,8.334,6.26,7.8125,7.96,1,Cursando,7.460804469135802,7.356358333,Ametista,Ametista,3,1
RA-1166,Aluno-1166,16,Feminino,2023,4M,4M,Pública,Ametista,7.452799122766667,5.0,6.333333333333333,8.498245614,8.334,6.26,8.020833333,8.625,-1,Cursando,,7.307858333,,Ametista,1,0
RA-425,Aluno-425,14,Masculino,2022,4M,4M,Pública,Topázio,9.016616666700001,10.0,9.0,10.0,10.002,6.26,8.229166667,8.8375,0,Cursando,8.116668666666667,8.10555,Topázio,Topázio,2,0
RA-1590,Aluno-1590,15,Feminino,2024,4N,4N,Pública,Topázio,8.1907875086,5.0,8.666666666666666,8.267770876333332,7.917,7.51,10.0,8.806,-1,Cursando,,,,,0,0
RA-1591,Aluno-1591,16,Feminino,2024,4N,4N,Pública,Agata,6.1707952862,5.0,3.5,6.430976431,7.083,7.51,8.125,7.064,-2,Cursando,,,,,0,0
RA-273,Aluno-273,16,Feminino,2021,4N,4N,Pública,Agata,6.5991307798,5.0,4.5,7.323153899,9.168,6.26,8.125,6.896,-1,Cursando,5.679047285714286,6.337116667,Quartzo,Agata,3,0
RA-1592,Aluno-1592,15,Feminino,2024,4N,4N,Pública,Agata,6.812545479666667,5.0,5.5,6.854727398333334,7.917,7.51,8.125,7.432,-1,Cursando,,,,,0,0
RA-457,Aluno-457,14,Feminino,2022,4N,4N,Pública,Topázio,8.5892756038,10.0,8.666666666666666,8.743961352333335,8.334,7.51,9.6875,7.77,1,Cursando,7.680083750915751,8.256833333,Ametista,Topázio,2,1
RA-305,Aluno-305,16,Masculino,2021,4N,4N,Pública,Agata,6.693026811600001,5.0,4.833333333333333,7.898550724666666,8.334,6.26,7.8125,7.03,-1,Cursando,6.05804740909091,6.394291667,Ágata,Agata,3,0
RA-421,Aluno-421,13,Masculino,2021,4N,4N,Pública,Topázio,8.488232329,10.0,6.666666666666667,9.540744978333334,8.751,7.51,9.0625,8.572,1,Cursando,8.716975028083027,8.030716667,Topázio,Topázio,3,1
RA-1169,Aluno-1169,15,Feminino,2023,4N,4N,Pública,Agata,6.885305555533334,5.0,6.833333333333333,8.444444444333334,6.25,5.635,7.8125,6.8,-1,Cursando,,7.213625,,Ametista,1,0
RA-1593,Aluno-1593,15,Masculino,2024,4N,4N,Pública,Agata,6.638525017333334,5.0,6.5,4.868875086666667,6.249,6.26,9.0625,8.538,-1,Cursando,,,,,0,0
RA-1594,Aluno-1594,16,Masculino,2024,4N,4N,Pública,Quartzo,5.731267287800001,5.0,3.0,6.112836439,9.585,6.26,6.25,5.996,-2,Cursando,,,,,0,0
RA-283,Aluno-283,16,Masculino,2021,4N,4N,Pública,Ametista,7.9444309524,5.0,8.0,9.761904762,8.751,6.885,7.8125,7.736,-2,Cursando,7.130972888888889,7.549025,Ametista,Ametista,3,0
RA-459,Aluno-459,14,Masculino,2021,4N,4N,Pública,Ametista,7.233804589400001,10.0,4.666666666666667,8.454106280333333,7.917,5.635,7.8125,7.366,0,Cursando,7.280371036414566,8.240016667,Ametista,Topázio,3,0
RA-454,Aluno-454,17,Masculino,2021,4R,4R,Pública,Quartzo,5.8522943469666675,5.0,3.6666666666666665,6.633138401666667,9.585,6.255,5.416666667,5.833333333,-2,Cursando,5.561111555555557,4.603416667,Quartzo,Quartzo,3,0
RA-1595,Aluno-1595,14,Masculino,2024,4R,4R,Pública,Agata,6.6599304233000005,10.0,2.3333333333333335,7.949735449666666,8.334,6.26,7.395833333,7.021666667,0,Cursando,,,,,0,0
RA-1596,Aluno-1596,17,Feminino,2024,4R,4R,Pública,Ametista,7.261016666766667,5.0,3.3333333333333335,10.0,8.751,7.51,8.229166667,8.226666667,-2,Cursando,,,,,0,0
RA-170,Aluno-170,16,Feminino,2021,4R,4R,Privada - Programa de Apadrinhamento,Ametista,7.646383333300001,5.0,8.0,8.5,9.168,5.635,7.604166667,8.028333333,-1,Cursando,7.006941758454106,7.062433333,Ágata,Ametista,3,0
RA-1597,Aluno-1597,16,Feminino,2024,4R,4R,Pública,Agata,6.7187063492,5.0,2.8333333333333335,8.412698412666666,7.5,7.51,8.125,8.28,-1,Cursando,,,,,0,0
RA-1171,Aluno-1171,15,Masculino,2023,4R,4R,Pública,Ametista,7.6236817459,5.0,7.5,7.230158729999999,8.334,7.51,8.645833333,8.643333333,-1,Cursando,,7.856033333,,Ametista,1,0
RA-116,Aluno-116,18,Feminino,2021,5A,5A,Pública,Agata,6.337470707133334,5.0,4.5,7.535353535666666,8.334,5.635,6.875,6.73,-2,Cursando,6.854039584291188,6.433075,Ágata,Agata,3,0
RA-217,Aluno-217,17,Feminino,2021,5A,5A,Privada - Programa de Apadrinhamento,Ametista,7.4209164502,5.0,7.833333333333333,8.917748917666666,8.334,6.26,7.125,6.994,-1,Cursando,7.3965272777777775,6.96965,Ametista,Agata,3,0
RA-103,Aluno-103,15,Feminino,2021,5A,5A,Privada - Programa de Apadrinhamento,Topázio,8.775268254,10.0,9.166666666666666,9.603174603333335,8.334,6.26,7.875,8.872,0,Cursando,8.107440578115117,8.0239,Topázio,Topázio,3,0
RA-178,Aluno-178,16,Feminino,2021,5A,5A,Privada - Programa de Apadrinhamento,Ametista,7.234168831200001,10.0,4.166666666666667,8.739177489333334,9.585,6.26,7.625,6.53,0,Cursando,7.024874570707071,7.406658333,Ágata,Ametista,3,0
RA-1172,Aluno-1172,17,Feminino,2023,5A,5A,Pública,Quartzo,5.719565079333334,5.0,3.3333333333333335,6.0634920633333325,7.5,6.26,7.25,6.196,-1,Cursando,,7.030108333,,Ametista,1,0
RA-180,Aluno-180,14,Masculino,2021,5A,5A,Privada - Programa de Apadrinhamento,Topázio,8.801463636333335,10.0,8.5,9.431818181666666,9.168,7.51,8.125,8.674,2,Cursando,8.441663515948964,8.283216667,Topázio,Topázio,3,1
RA-181,Aluno-181,15,Feminino,2021,5A,5A,Privada - Programa de Apadrinhamento,Ametista,7.439841414133334,10.0,4.333333333333333,8.737373737333334,7.5,6.26,7.625,8.436,0,Cursando,8.622797438146648,7.671208333,Topázio,Ametista,3,0
RA-121,Aluno-121,17,Feminino,2021,5A,5A,Pública,Ametista,7.476158297266668,5.0,8.833333333333334,8.152958153,8.751,6.26,7.25,6.764,-2,Cursando,7.244678043887148,6.811875,Ametista,Agata,3,0
RA-211,Aluno-211,15,Masculino,2021,5A,5A,Privada - Programa de Apadrinhamento,Topázio,8.283601875933334,10.0,7.0,9.379509379666667,9.585,7.51,7.25,7.866,0,Cursando,8.464935044778892,8.024791667,Topázio,Topázio,3,0
RA-1198,Aluno-1198,17,Feminino,2023,5A,5A,Pública,Agata,6.9217748918,5.0,3.5,9.458874459,8.751,7.51,7.375,7.332,-1,Cursando,,7.515233333,,Ametista,1,0
RA-110,Aluno-110,16,Masculino,2021,5A,5A,Privada - Programa de Apadrinhamento,Topázio,8.6324939394,10.0,8.5,9.696969697,9.168,6.255,7.5,8.504,0,Cursando,8.149929726333543,8.0879,Topázio,Topázio,3,0
RA-189,Aluno-189,15,Masculino,2021,5A,5A,Privada - Programa de Apadrinhamento,Topázio,8.586533333333334,10.0,8.166666666666666,10.0,10.002,6.255,6.875,8.2,0,Cursando,7.628620754385966,7.727325,Ametista,Ametista,3,0
RA-127,Aluno-127,16,Feminino,2022,5A,5A,Privada - Programa de Apadrinhamento,Topázio,8.5605939394,10.0,7.833333333333333,9.488636363666666,8.751,7.51,7.625,8.538,0,Cursando,8.28325764036921,7.91935,Topázio,Ametista,2,0
RA-115,Aluno-115,17,Feminino,2021,5A,5A,Pública,Quartzo,5.404184695733334,5.0,4.166666666666667,4.164756812,7.917,6.26,6.75,5.726,-2,Cursando,5.885500876499922,6.319141667,Quartzo,Agata,3,0
RA-215,Aluno-215,15,Feminino,2021,5B,5B,Pública,Ametista,7.045258874400002,10.0,5.666666666666667,6.455627705333334,7.084,6.26,8.0,7.432,0,Cursando,7.171874500000001,7.166475,Ametista,Ametista,3,0
RA-1598,Aluno-1598,15,Feminino,2024,5B,5B,Pública,Topázio,8.4656285714,10.0,7.5,8.857142857,9.585,7.51,8.375,8.236,0,Cursando,,,,,0,0
RA-1174,Aluno-1174,16,Feminino,2023,5B,5B,Pública,Ametista,7.374213419866667,10.0,5.0,8.349567099333333,8.751,6.26,7.5,7.266,0,Cursando,,7.333591667,,Ametista,1,0
RA-192,Aluno-192,17,Masculino,2021,5B,5B,Privada,Agata,6.882960606066668,5.0,7.166666666666667,6.363636363666667,8.334,7.51,7.125,6.9,-2,Cursando,4.9321151079328756,6.616016667,Quartzo,Agata,3,0
RA-220,Aluno-220,15,Feminino,2022,5B,5B,Pública,Ametista,7.6987770562666675,10.0,6.833333333333333,8.198051948,8.751,6.26,7.25,7.332,0,Cursando,7.027986444444445,7.102016667,Ágata,Ametista,2,0
RA-186,Aluno-186,15,Feminino,2021,5B,5B,Privada,Topázio,8.325963636333334,10.0,7.166666666666667,9.640151515,7.917,6.26,8.125,8.672,1,Cursando,7.831592958621301,7.817541667,Ametista,Ametista,3,1
RA-1181,Aluno-1181,15,Feminino,2023,5B,5B,Pública,Agata,6.2015816738666665,10.0,3.8333333333333335,5.036075036,9.168,6.26,7.125,5.862,0,Cursando,,6.971266667,,Agata,1,0
RA-1599,Aluno-1599,17,Feminino,2024,5B,5B,Pública,Ametista,7.6059333333333345,5.0,6.5,9.666666666666666,8.334,7.51,7.75,7.566,-2,Cursando,,,,,0,0
RA-111,Aluno-111,15,Feminino,2021,5B,5B,Privada - Programa de Apadrinhamento,Topázio,8.667693939400001,10.0,8.333333333333334,9.488636363666666,9.168,6.26,8.125,8.74,0,Cursando,8.645932539215686,7.566458333,Topázio,Ametista,3,0
RA-1600,Aluno-1600,17,Feminino,2024,5B,5B,Pública,Agata,6.750618518533334,5.0,5.666666666666667,8.425925926,8.751,6.26,7.25,6.03,-2,Cursando,,,,,0,0
RA-1601,Aluno-1601,17,Feminino,2024,5C,5C,Pública,Ametista,7.2431,5.0,6.5,7.0,8.751,7.51,7.5,8.335,-1,Cursando,,,,,0,0
RA-176,Aluno-176,15,Feminino,2021,5C,5C,Privada - Programa de Apadrinhamento,Topázio,8.828632575733334,10.0,8.833333333333334,9.545454545333333,9.585,6.26,8.59375,8.545,1,Cursando,8.427269800194932,8.316833333,Topázio,Topázio,3,1
RA-1602,Aluno-1602,15,Feminino,2024,5C,5C,Pública,Topázio,8.041889814800001,10.0,7.166666666666667,8.782407407333332,7.917,7.51,7.34375,7.875,0,Cursando,,,,,0,0
RA-1603,Aluno-1603,16,Feminino,2024,5C,5C,Pública,Ametista,7.836518518466668,5.0,8.333333333333334,9.259259258999998,7.5,7.51,7.5,7.835,-1,Cursando,,,,,0,0
RA-1604,Aluno-1604,16,Masculino,2024,5C,5C,Pública,Topázio,8.0118555556,5.0,8.5,7.777777778,9.168,7.51,8.125,8.88,-1,Cursando,,,,,0,0
RA-193,Aluno-193,14,Masculino,2021,5C,5C,Privada - Programa de Apadrinhamento,Topázio,8.465046969666668,10.0,7.0,9.848484848333333,8.751,6.26,8.4375,8.7525,1,Cursando,8.155073214424952,7.718566667,Topázio,Ametista,3,1
RA-195,Aluno-195,15,Feminino,2021,5C,5C,Privada - Programa de Apadrinhamento,Topázio,8.4690496032,10.0,7.833333333333333,9.682539682666667,7.5,6.26,7.96875,8.965,1,Cursando,8.016570200779729,7.60205,Ametista,Ametista,3,1
RA-196,Aluno-196,14,Masculino,2021,5C,5C,Privada - Programa de Apadrinhamento,Topázio,8.823550937933334,10.0,8.0,9.689754689666666,8.751,7.51,8.75,8.9225,1,Cursando,8.124397285239297,7.560991667,Topázio,Ametista,3,1
RA-197,Aluno-197,14,Feminino,2021,5C,5C,Privada - Programa de Apadrinhamento,Topázio,8.568238636333334,10.0,8.333333333333334,9.848484848333333,7.5,6.26,7.96875,8.795,0,Cursando,8.217507976608186,7.967608333,Topázio,Ametista,3,0
RA-229,Aluno-229,14,Masculino,2022,5C,5C,Privada - Programa de Apadrinhamento,Topázio,8.852545634933334,10.0,8.833333333333334,9.841269841333334,9.585,5.635,8.28125,8.8375,1,Cursando,8.62014138888889,8.207591667,Topázio,Topázio,2,1
RA-202,Aluno-202,16,Feminino,2021,5C,5C,Pública,Ametista,7.3512154762,5.0,7.5,7.880952381,8.334,6.26,7.65625,7.75,-1,Cursando,5.201146520702537,6.791641667,Quartzo,Agata,3,0
RA-1176,Aluno-1176,14,Masculino,2023,5C,5C,Privada - Programa de Apadrinhamento,Topázio,8.914816269866666,10.0,9.166666666666666,9.682539682666667,8.751,6.26,8.59375,8.9225,1,Cursando,,8.881483333,,Topázio,1,1
RA-1177,Aluno-1177,15,Feminino,2023,5C,5C,Pública,Topázio,8.3233039474,10.0,7.333333333333333,9.824561403666666,8.751,6.26,7.65625,8.125,0,Cursando,,8.345491667,,Topázio,1,0
RA-146,Aluno-146,17,Feminino,2022,5D,5D,Pública,Topázio,8.134554885333333,5.0,9.333333333333334,9.514316093333333,8.751,5.635,7.65625,8.304,-2,Cursando,7.946686340802987,7.584483333,Ametista,Ametista,2,0
RA-1199,Aluno-1199,18,Masculino,2023,5D,5D,Concluiu o 3º EM,Ametista,7.614235714266666,5.0,9.0,8.571428571333334,7.5,5.005,6.5625,8.466,-2,Cursando,,7.024933333,,Ametista,1,0
RA-1178,Aluno-1178,17,Masculino,2023,5D,5D,Pública,Topázio,8.0934746032,5.0,8.333333333333334,9.682539682666667,8.751,6.26,7.5,8.696,-1,Cursando,,7.066475,,Ametista,1,0
RA-149,Aluno-149,17,Feminino,2022,5D,5D,Pública,Quartzo,5.7316173854,5.0,3.8333333333333335,4.104378593666667,9.585,6.26,7.34375,6.626,-2,Cursando,6.322651405982906,5.622266667,Ágata,Quartzo,2,0
RA-1605,Aluno-1605,16,Masculino,2024,5D,5D,Pública,Quartzo,4.920488888866667,5.0,2.5,5.0694444443333335,0.0,7.51,7.5,7.028,-1,Cursando,,,,,0,0
RA-107,Aluno-107,16,Feminino,2021,5D,5D,Pública,Agata,6.676130827066667,5.0,4.666666666666667,7.9949874686666655,7.5,7.51,7.5,6.964,-1,Cursando,6.258056446780273,6.845208333,Ágata,Agata,3,0
RA-184,Aluno-184,14,Masculino,2021,5D,5D,Privada - Programa de Apadrinhamento,Topázio,8.471456704266666,10.0,8.166666666666666,8.696741854666667,8.751,6.26,7.96875,9.004,1,Cursando,7.2799257424242425,8.430241667,Ametista,Topázio,3,1
RA-1606,Aluno-1606,17,Feminino,2024,5D,5D,Pública,Quartzo,5.8216796296,5.0,2.5,5.148148148,8.334,7.51,7.8125,7.132,-2,Cursando,,,,,0,0
RA-1607,Aluno-1607,16,Masculino,2024,5D,5D,Pública,Quartzo,4.899894444466667,5.0,0.0,6.222222222333333,5.833,5.635,6.5625,6.762,-1,Cursando,,,,,0,0
